Model;Region;Scenario;Variable;Unit;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Low carbon investment (supply side);Billion US$2015/yr;133,5300223;148,7672791;192,3757705;240,3791454;372,4410226;512,637142;573,8454003;635,0173377;691,0154224;746,4357939;854,6408917;962,8233097;924,8514366;886,950012;941,8535268;996,6738431;1128,596014;1260,02221
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Total_inv/GDP;--;0.90%;0.89%;0.95%;1.02%;1.15%;1.26%;1.28%;1.29%;1.21%;1.13%;1.12%;1.11%;1.00%;0.91%;0.90%;0.89%;0.95%;1.01%
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;LC_inv/GDP;--;0.33%;0.32%;0.39%;0.46%;0.65%;0.83%;0.88%;0.91%;0.93%;0.93%;0.97%;1.00%;0.92%;0.84%;0.84%;0.85%;0.90%;0.96%
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;146,2800075;143,1270207;154,0792126;176,6816145;162,4586981;148,2357817;123,9656496;99,69551747;81,84988472;64,00425198;54,55840813;45,11256428;37,25913253;29,40570078;22,88342106;16,36114133;16,31606699;16,27099264
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;36,64459907;48,07520706;40,76561488;33,45602269;26,63307889;19,81013509;26,07168541;32,33323573;17,56374487;2,794254012;2,543241072;2,292228131;3,001683317;3,711138502;2,953212473;2,195286444;2,179452932;2,163619421
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Hydrogen - Fossil;Billion US$2015/yr;0;0;4,967648097;9,935296193;12,32766405;14,7200319;17,34548056;19,97092922;10,34872388;0,72651855;0,363259275;0;0,335136279;0,670272559;0,335151665;3,07704E-05;0,010166223;0,020301675
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Electricity - Non-bio Renewables;Billion US$2015/yr;71,79904019;66,47675058;78,32328999;90,16982939;129,6629298;169,1560302;199,0249577;228,8938851;272,6308751;316,367865;379,0662175;441,76457;408,1916299;374,6186898;408,2800938;441,9414979;505,5430122;569,1445265
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Hydrogen - Non-fossil;Billion US$2015/yr;0,102571569;0;0,251414043;0,502828085;1,970174581;3,437521077;5,134848944;6,83217681;8,45794318;10,08370955;12,14467569;14,20564182;17,84839595;21,49115008;17,58968974;13,6882294;18,57578096;23,46333253
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;28,57541054;31,28778353;26,05152699;20,81527044;24,8039036;28,79253677;49,44633681;70,10013685;88,28849909;106,4768613;117,6735929;128,8703245;139,1884051;149,5064856;155,6906738;161,874862;169,0479765;176,2210911
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Extraction and Conversion - Nuclear;Billion US$2015/yr;2,413762029;2,420243766;16,32023736;30,22023095;46,16859909;62,11696724;77,67650808;93,23604892;90,62240415;88,00875939;59,73104939;31,4533394;23,73184172;16,01034405;8,005172023;0;0;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Electricity - T&D and Storage;Billion US$2015/yr;82,95559092;121,9430938;152,4615563;182,9800189;246,1679984;309,355978;332,1288905;354,901803;351,4218464;347,9418899;381,4527507;414,9636115;397,1411501;379,3186886;402,1865049;425,0543212;490,5942462;556,1341711
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;CCS;Billion US$2015/yr;0;0;11,31592109;22,63184218;40,2405802;57,84931822;49,09731262;40,34530703;24,66548723;8,985667437;6,442561809;3,899456181;3,567177965;3,234899749;1,6950309;0,155162052;0,540929997;0,926697943
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Efficiency;Billion US$2015/yr;0;0;9,064828598;24,49615036;45,5540006;73,03631325;101,8417475;129,0712502;152,3008558;170,4768658;185,742928;199,439637;211,5290608;222,0613318;232,3818208;243,2486248;255,5648437;269,8181024
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0;0;1,54480577;3,089611539;1,54480577;0;0;0;1,46078E-05;2,92157E-05;1,46078E-05;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;10,27525133;3,228201597;4,794723419;6,361245241;3,200337624;0,039430008;0,019715004;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0;0;6,827567106;13,65513421;28,00297171;42,35080921;29,07486489;15,79892058;8,274512607;0,750104637;2,324780409;3,899456181;3,567177965;3,234899749;1,617449874;0;0,463348972;0,926697943
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;26,34038286;44,79175929;35,86891605;26,9460728;23,35838894;19,77070508;26,05197041;32,33323573;17,56373269;2,794229639;2,543228885;2,292228131;3,001683317;3,711138502;2,953212473;2,195286444;2,179452932;2,163619421
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0,077120453;0,154240905;0,077120453;0;0;0;0;0;0,077581026;0,155162052;0,077581026;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;0,894614583;0,073741378;0,160534065;0,247326751;0,123663376;0;0,07549791;0,15099582;0,07549791;0;0,083023619;0,166047238;0,083023619;0;0,076461201;0,152922402;0,076461201;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;2,413762029;2,420243766;16,32023736;30,22023095;46,16859909;62,11696724;77,67650808;93,23604892;90,62240415;88,00875939;59,73104939;31,4533394;23,73184172;16,01034405;8,005172023;0;0;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Hydro;Billion US$2015/yr;22,9715997;6,618445452;12,68599045;18,75353544;24,5425452;30,33155495;29,38022076;28,42888656;32,54132264;36,65375871;35,62462345;34,59548819;27,88357621;21,17166423;21,23859089;21,30551755;27,26848699;33,23145642
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Solar;Billion US$2015/yr;15,87627462;20,18793082;25,04383446;29,8997381;45,70165702;61,50357595;89,83163365;118,1596914;132,6425412;147,1253911;186,8931539;226,6609167;210,9866683;195,3124199;196,8551454;198,3978709;238,3035679;278,209265
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Wind;Billion US$2015/yr;32,03304636;39,34249204;33,88672899;28,43096595;36,9067016;45,38243724;55,73351879;66,08460034;90,14098862;114,1973769;129,1047806;144,0121843;142,461517;140,9108498;172,4912498;204,0716499;213,06796;222,0642702
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0,918119507;0,327882278;6,706736086;13,0855899;22,51202597;31,93846204;24,07958446;16,22070688;17,30602257;18,39133825;27,44365958;36,49598091;26,8598684;17,22375588;17,69510773;18,16645958;26,90299726;35,63953494
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;82,95559092;121,9430938;152,4615563;182,9800189;241,5985051;300,2169914;306,9601326;313,7032738;302,0624651;290,4216563;303,3700266;316,3183969;296,4844433;276,6504897;291,566766;306,4830423;354,2021747;401,9213071
MESSAGEix-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0;0;0;0;4,569493287;9,138986574;25,16875788;41,19852918;49,35938139;57,5202336;78,0827241;98,64521461;100,6567068;102,6681989;110,6197389;118,5712789;136,3920715;154,212864
MESSAGEix-GLOBIOM;R5REF;CPol;Total energy investment;Billion US$2015/yr;118,3647211;130,9876662;149,2427887;187,0526764;227,0194056;266,9861347;347,741693;428,4972513;425,9836118;423,4699723;479,6127525;535,7555326;519,2249406;502,6943486;526,5185492;550,3427498;667,1283242;783,9138986
MESSAGEix-GLOBIOM;R5REF;CPol;Total energy investment (supply side);Billion US$2015/yr;118,3647211;130,9876662;149,2427887;187,0526764;227,0194056;266,9861347;347,741693;428,4972513;425,9836118;423,4699723;479,6127525;535,7555326;519,2249406;502,6943486;526,5185492;550,3427498;667,1283242;783,9138986
MESSAGEix-GLOBIOM;R5REF;CPol;Low carbon investment;Billion US$2015/yr;3,121794937;4,186005459;8,46947974;13,10662215;13,47562298;13,55309672;15,23345348;16,877839;16,91277038;16,75888874;21,08379016;25,38882049;27,18797875;28,74787156;37,93819463;47,55537141;53,97302335;60,72416483
MESSAGEix-GLOBIOM;R5REF;CPol;Low carbon investment (supply side);Billion US$2015/yr;3,121794937;4,186005459;8,46947974;13,10662215;13,47562298;13,55309672;15,23345348;16,877839;16,91277038;16,75888874;21,08379016;25,38882049;27,18797875;28,74787156;37,93819463;47,55537141;53,97302335;60,72416483
MESSAGEix-GLOBIOM;R5REF;CPol;Total_inv/GDP;--;4.53%;3.85%;3.36%;3.42%;3.48%;3.53%;4.12%;4.61%;4.15%;3.77%;3.85%;3.92%;3.49%;3.12%;3.02%;2.94%;3.32%;3.65%
MESSAGEix-GLOBIOM;R5REF;CPol;LC_inv/GDP;--;0.12%;0.12%;0.19%;0.24%;0.21%;0.18%;0.18%;0.18%;0.16%;0.15%;0.17%;0.19%;0.18%;0.18%;0.22%;0.25%;0.27%;0.28%
MESSAGEix-GLOBIOM;R5REF;CPol;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;101,3272647;106,4320011;117,9225668;148,9678978;183,6960205;218,4241433;296,9360443;375,4479453;376,9953329;378,5427204;421,4891025;464,4354847;449,2741509;434,112817;446,6226891;459,1325611;565,7624402;672,3923193
MESSAGEix-GLOBIOM;R5REF;CPol;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;5,651167997;5,724654673;4,721119184;3,717583694;3,867639985;4,017696277;5,165221568;6,312746859;5,394872306;4,476997752;6,848921385;9,220845019;8,439834995;7,658824972;6,146725554;4,634626136;6,764569149;8,894512163
MESSAGEix-GLOBIOM;R5REF;CPol;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0,030983263;0,061966526;0,995890291;1,929814057;1,549774191;1,169734326;1,134954521;1,100174716;1,371867866;1,643561017;1,415473373;1,18738573
MESSAGEix-GLOBIOM;R5REF;CPol;Electricity - Non-bio Renewables;Billion US$2015/yr;0,577895353;0,682429669;2,233531009;3,78463235;4,447862205;5,111092061;5,940769055;6,77044605;7,647700035;8,524954021;11,12419259;13,72343117;14,89409949;16,06476781;20,65740952;25,25005124;25,92861151;26,60717178
MESSAGEix-GLOBIOM;R5REF;CPol;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0,017152905;0,03430581;0,55488088;1,07545595;0,854013363;0,632570777;0,342883355;0,053195933;0,068910282;0,084624632;0,595354274;1,106083917
MESSAGEix-GLOBIOM;R5REF;CPol;Extraction and Conversion - Bioenergy;Billion US$2015/yr;0,318822121;0,204378877;0,846638124;1,48889737;0,988657723;0,488418075;1,00037788;1,512337684;1,524174861;1,536012038;1,524722032;1,513432027;1,629601898;1,745771768;1,725321521;1,704871274;1,838232457;1,97159364
MESSAGEix-GLOBIOM;R5REF;CPol;Extraction and Conversion - Nuclear;Billion US$2015/yr;1,291298381;1,844716071;0,922358035;0;0;0;0;0;0;0;0;0;0,940290895;1,88058179;3,664501019;5,448420247;7,37755443;9,306688613
MESSAGEix-GLOBIOM;R5REF;CPol;Electricity - T&D and Storage;Billion US$2015/yr;9,198272592;16,09948578;22,59657549;29,09366521;34,01922512;38,94478503;38,65114402;38,35750302;32,87076057;27,38401813;36,22202636;45,0600346;42,5691246;40,07821461;46,26112434;52,44403407;57,44608877;62,44814348
MESSAGEix-GLOBIOM;R5REF;CPol;CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Efficiency;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;2,794043038;1,322708172;0,661354086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;2,857124959;4,401946501;4,059765098;3,717583694;3,867639985;4,017696277;5,165221568;6,312746859;5,394872306;4,476997752;6,848921385;9,220845019;8,439834995;7,658824972;6,146725554;4,634626136;6,764569149;8,894512163
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,213660367;0,427320734;0,680615681;0,933910628
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;1,291298381;1,844716071;0,922358035;0;0;0;0;0;0;0;0;0;0,940290895;1,88058179;3,664501019;5,448420247;7,37755443;9,306688613
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Hydro;Billion US$2015/yr;0,236680519;0;1,412096912;2,824193825;3,099541341;3,374888858;3,579896;3,784903142;3,074597538;2,364291935;3,186697046;4,009102157;2,973284881;1,937467606;3,527350734;5,117233863;5,49468765;5,872141437
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Solar;Billion US$2015/yr;0,162343377;0,324686754;0,162343377;0;0;0;0,095081606;0,190163212;0,445335729;0,700508245;1,317890103;1,93527196;2,946428128;3,957584295;5,4542032;6,950822105;9,513226347;12,07563059
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Wind;Billion US$2015/yr;0,178871457;0,357742915;0,65909072;0,960438525;1,345238858;1,730039191;2,237857223;2,745675255;3,44651562;4,147355986;5,120103611;6,092851236;7,422253819;8,751656401;10,37112054;11,99058468;9,830058254;7,669531827
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0,003082006;0,006164012;0,003082006;0;0;0;0,00064547;0,001290941;0,00064547;0;0;0;0,000226854;0,000453707
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;9,198272592;16,09948578;22,59657549;29,09366521;34,01922512;38,94478503;38,65114402;38,35750302;32,87076057;27,38401813;36,22202636;45,0600346;42,5691246;40,07821461;46,26112434;52,44403407;57,44608877;62,44814348
MESSAGEix-GLOBIOM;R5REF;CPol;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Total energy investment;Billion US$2015/yr;118,3647211;130,9876662;148,329801;184,3277664;225,656675;267,0088729;349,6903423;432,3878555;431,0146633;429,6215026;480,5783651;531,5429848;518,9480876;506,4250517;525,5526095;544,6844361;670,5930916;796,5236183
MESSAGEix-GLOBIOM;R5REF;NDC;Total energy investment (supply side);Billion US$2015/yr;118,3647211;130,9876662;148,4157238;184,5534217;226,0081268;267,462832;350,2309414;432,9990509;431,7016212;430,4041915;481,4586933;532,5131952;519,9572423;507,4012894;526,4673155;545,5333416;671,3639316;797,1945216
MESSAGEix-GLOBIOM;R5REF;NDC;Low carbon investment;Billion US$2015/yr;3,121794937;4,186005459;8,388469394;12,89230362;13,39016547;13,6208597;14,93688298;16,23244166;16,29093457;16,13774391;20,32379385;24,49288478;25,94789622;27,27611333;36,22648416;45,56410446;52,88743784;60,57163669
MESSAGEix-GLOBIOM;R5REF;NDC;Low carbon investment (supply side);Billion US$2015/yr;3,121794937;4,186005459;8,474392266;13,11795888;13,74161735;14,07481885;15,47748216;16,84363705;16,97789248;16,92043275;21,20412203;25,46309512;26,95705095;28,25235104;37,14119015;46,41301;53,65827783;61,24253994
MESSAGEix-GLOBIOM;R5REF;NDC;Total_inv/GDP;--;4.53%;3.85%;3.34%;3.37%;3.46%;3.53%;4.14%;4.65%;4.20%;3.83%;3.86%;3.89%;3.49%;3.15%;3.02%;2.91%;3.34%;3.71%
MESSAGEix-GLOBIOM;R5REF;NDC;LC_inv/GDP;--;0.12%;0.12%;0.19%;0.24%;0.21%;0.18%;0.18%;0.17%;0.16%;0.14%;0.16%;0.18%;0.17%;0.17%;0.21%;0.24%;0.26%;0.28%
MESSAGEix-GLOBIOM;R5REF;NDC;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;101,3272647;106,4320011;117,0853589;146,4483569;182,4300311;218,4117053;299,208282;380,0048587;382,6896429;385,3744272;423,2103026;461,0461781;450,6260913;440,2060045;447,7663419;455,3266793;570,5822939;685,8379084
MESSAGEix-GLOBIOM;R5REF;NDC;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;5,651167997;5,724654673;4,722638638;3,720622603;3,859747765;3,998872927;5,153086462;6,307299998;5,375461122;4,443622246;6,852892836;9,262163426;8,561008584;7,859853742;6,347801552;4,835749361;6,974640325;9,113531288
MESSAGEix-GLOBIOM;R5REF;NDC;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0,049808672;0,099617344;1,045178544;1,990739745;1,539793434;1,088847124;1,118174247;1,147501371;1,388071696;1,628642022;1,395810763;1,162979504
MESSAGEix-GLOBIOM;R5REF;NDC;Electricity - Non-bio Renewables;Billion US$2015/yr;0,577895353;0,682429669;2,233777232;3,785124794;4,44841646;5,111708126;5,956575475;6,801442823;7,694838916;8,588235008;11,15413194;13,72002887;14,88913481;16,05824076;20,62217778;25,18611481;26,9402083;28,6943018
MESSAGEix-GLOBIOM;R5REF;NDC;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0,027574999;0,055149998;0,582279472;1,109408947;0,843314607;0,577220267;0,314587765;0,051955264;0,077312532;0,102669799;0,619267808;1,135865816
MESSAGEix-GLOBIOM;R5REF;NDC;Extraction and Conversion - Bioenergy;Billion US$2015/yr;0,318822121;0,204378877;0,846638124;1,48889737;1,242062674;0,995227978;1,226548048;1,457868119;1,571469416;1,685070713;1,651050077;1,61702944;1,661709461;1,706389481;1,749896401;1,793403321;1,761649093;1,729894865
MESSAGEix-GLOBIOM;R5REF;NDC;Extraction and Conversion - Nuclear;Billion US$2015/yr;1,291298381;1,844716071;0,922358035;0;0;0;0;0;0;0;0;0;0,174874399;0,349748798;2,353548329;4,35734786;5,900163788;7,442979716
MESSAGEix-GLOBIOM;R5REF;NDC;Electricity - T&D and Storage;Billion US$2015/yr;9,198272592;16,09948578;22,60495288;29,11041999;34,02786885;38,94531771;38,6090658;38,27281388;32,74275077;27,21268766;36,20720781;45,20172796;42,61166175;40,02159554;46,16216533;52,30273512;57,18989764;62,07706016
MESSAGEix-GLOBIOM;R5REF;NDC;CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Efficiency;Billion US$2015/yr;0;0;-0,085922871;-0,225655261;-0,351451878;-0,45395915;-0,540599176;-0,611195389;-0,686957911;-0,782688844;-0,880328179;-0,970210341;-1,009154731;-0,976237719;-0,914705985;-0,848905542;-0,770839993;-0,670903246
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;2,794043038;1,322708172;0,661354086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;2,857124959;4,401946501;4,061284552;3,720622603;3,859747765;3,998872927;5,153086462;6,307299998;5,375461122;4,443622246;6,852892836;9,262163426;8,561008584;7,859853742;6,347801552;4,835749361;6,974640325;9,113531288
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,260313378;0,520626756
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;1,291298381;1,844716071;0,922358035;0;0;0;0;0;0;0;0;0;0,174874399;0,349748798;2,353548329;4,35734786;5,900163788;7,442979716
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Hydro;Billion US$2015/yr;0,236680519;0;1,412096912;2,824193825;3,099541341;3,374888858;3,579896;3,784903142;3,074597538;2,364291935;3,186697046;4,009102157;2,973284881;1,937467606;3,527350734;5,117233863;5,49468765;5,872141437
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Solar;Billion US$2015/yr;0,162343377;0,324686754;0,162343377;0;0;0;0,095081606;0,190163212;0,444036212;0,697909213;1,314444686;1,930980159;2,94076286;3,950545561;5,445172834;6,939800107;9,498738587;12,05767707
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Wind;Billion US$2015/yr;0,178871457;0,357742915;0,659336942;0,96093097;1,345793113;1,730655256;2,23856345;2,746471643;3,447442575;4,148413508;5,121344702;6,094275897;7,423930447;8,753584996;10,34710995;11,94063489;10,85993567;9,779236439
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0,003082006;0,006164012;0,003082006;0;0;0;0,00064547;0,001290941;0,00064547;0;0;0;0,000226854;0,000453707
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;9,198272592;16,09948578;22,60495288;29,11041999;34,02786885;38,94531771;38,6090658;38,27281388;32,74275077;27,21268766;36,20720781;45,20172796;42,61166175;40,02159554;46,16216533;52,30273512;57,18989764;62,07706016
MESSAGEix-GLOBIOM;R5REF;NDC;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MESSAGEix-GLOBIOM;R5REF;2C;Total energy investment;Billion US$2015/yr;118,3647211;130,9876662;160,6183317;214,466191;249,3947247;285,5912637;293,1875497;300,0843085;318,8848788;337,5865351;363,0464443;387,7582113;383,3316385;379,0672652;372,7345688;366,2550767;380,8702199;395,5348539
MESSAGEix-GLOBIOM;R5REF;2C;Total energy investment (supply side);Billion US$2015/yr;118,3647211;130,9876662;158,611663;208,9014534;238,9681052;269,0347571;270,5214061;272,008055;285,7265182;299,4449815;320,4836199;341,5222582;333,5798748;325,6374914;315,6628427;305,688194;316,837926;327,987658
MESSAGEix-GLOBIOM;R5REF;2C;Low carbon investment;Billion US$2015/yr;3,121794937;4,186005459;14,37557389;27,02825207;42,63853963;60,47664959;78,18297788;93,59331253;108,4187683;123,1153361;162,793097;201,7126009;207,4390646;213,3077502;222,0726021;230,633289;258,7897573;286,9944335
MESSAGEix-GLOBIOM;R5REF;2C;Low carbon investment (supply side);Billion US$2015/yr;3,121794937;4,186005459;12,36890513;21,46351446;32,21192014;43,92014299;55,51683419;65,517059;75,26040774;84,97378247;120,2302726;155,4766479;157,6873009;159,8779764;165,000876;170,0664064;194,7574633;219,4472377
MESSAGEix-GLOBIOM;R5REF;2C;Total_inv/GDP;--;4.53%;3.85%;3.64%;3.95%;3.86%;3.81%;3.52%;3.27%;3.15%;3.05%;2.96%;2.88%;2.62%;2.40%;2.18%;2.00%;1.94%;1.89%
MESSAGEix-GLOBIOM;R5REF;2C;LC_inv/GDP;--;0.12%;0.12%;0.33%;0.50%;0.66%;0.81%;0.94%;1.02%;1.07%;1.11%;1.33%;1.50%;1.42%;1.35%;1.30%;1.26%;1.32%;1.37%
MESSAGEix-GLOBIOM;R5REF;2C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;101,3272647;106,4320011;124,9444824;166,1227572;180,5622843;195,0018114;188,8162405;182,6306697;185,7161238;188,8015779;181,1382369;173,474896;165,0408738;156,6068516;142,1584306;127,7100097;114,3984251;101,0868405
MESSAGEix-GLOBIOM;R5REF;2C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;5,651167997;5,724654673;5,253230469;4,781806265;4,293870313;3,80593436;4,028838212;4,251742064;4,659595532;5,067449001;2,994493507;0,921538012;0,976893657;1,032249302;1,29735835;1,562467399;0,781233699;0
MESSAGEix-GLOBIOM;R5REF;2C;Hydrogen - Fossil;Billion US$2015/yr;0;0;0,201140423;0,402280846;0,748506759;1,094732673;2,389577047;3,684421421;5,299894616;6,915367811;6,540302005;6,1652362;3,754851972;1,344467743;0,672233872;0;0;0
MESSAGEix-GLOBIOM;R5REF;2C;Electricity - Non-bio Renewables;Billion US$2015/yr;0,577895353;0,682429669;3,812077444;6,941725219;9,243796077;11,54586693;15,32484509;19,10382325;29,20863054;39,31343784;71,17361846;103,0337991;101,7276473;100,4214955;97,71362024;95,00574493;106,8803788;118,7550126
