Model;Region;Scenario;Variable;Unit;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
IMAGE;R5REF;CPol;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;13,58869334;13,02890426;19,44417236;23,35094408;25,167563;23,15336622;19,11422773;14,70851224;14,54512906;14,38174588;16,59976726;18,81778865;18,17668563;17,53558261;25,37287624;33,21016987;36,99586597;40,78156206
IMAGE;R5REF;CPol;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;1,08817E-05;0,000120857;0,00028339;0,000408458;0,00050003;0,000561803;0,00058163;0,000597715;0,000860882;0,00112405;0,001534376;0,001944701;0,002143104;0,002341507;0,002453464;0,002565421;0,003268504;0,003971586
IMAGE;R5REF;NDC;Total energy investment;Billion US$2015/yr;80,47865326;85,97857367;85,80347094;87,52346121;119,9858283;185,6377235;235,8123968;257,5572311;294,2716947;330,90868;390,3332056;449,7448325;447,6118858;445,4500798;327,732849;209,8367739;288,4693056;367,2193668
IMAGE;R5REF;NDC;Total energy investment (supply side);Billion US$2015/yr;80,47865326;85,84252013;85,02825612;85,79216147;117,462449;182,4815924;232,0669541;253,3229997;289,655202;325,9874043;385,1388597;444,2903152;441,9245393;439,5587633;321,78009;204,0014166;282,7287349;361,4560532
IMAGE;R5REF;NDC;Low carbon investment;Billion US$2015/yr;12,32549166;13,43153102;15,57977416;17,5961775;18,52051873;19,17245735;20,69588055;23,59267979;24,8890667;26,05381724;26,17630476;26,32944169;28,15232889;29,9439131;35,70954988;41,25255294;44,00753994;47,08125702
IMAGE;R5REF;NDC;Low carbon investment (supply side);Billion US$2015/yr;12,32549166;13,29547748;14,80455934;15,86487776;15,99713944;16,01632626;16,95043788;19,35844844;20,27257403;21,13254151;20,98195893;20,87492442;22,46498239;24,05259663;29,75679089;35,4171957;38,26696923;41,31794344
IMAGE;R5REF;NDC;Total_inv/GDP;--;4.60%;3.95%;3.19%;2.69%;3.15%;4.27%;4.90%;4.93%;5.17%;5.38%;5.80%;6.16%;5.73%;5.34%;3.71%;2.24%;2.92%;3.53%
IMAGE;R5REF;NDC;LC_inv/GDP;--;0.71%;0.62%;0.58%;0.54%;0.49%;0.44%;0.43%;0.45%;0.44%;0.42%;0.39%;0.36%;0.36%;0.36%;0.40%;0.44%;0.45%;0.45%
IMAGE;R5REF;NDC;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;48,08132598;51,53718375;46,75540528;47,44185542;79,04267522;142,4669924;191,0791045;208,6725272;242,9872601;277,301993;336,7174533;396,1329135;391,6438073;387,1547011;254,4803604;121,8060197;199,7800779;277,7541361
IMAGE;R5REF;NDC;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;6,739206619;10,20892123;10,42719034;8,449239642;5,185490582;5,606495746;7,309588071;10,63083718;12,0432039;13,45557062;11,69921196;9,9428533;9,448598873;8,954344446;12,14540712;15,33646979;13,23474237;11,13301495
IMAGE;R5REF;NDC;Hydrogen - Fossil;Billion US$2015/yr;2,7849E-06;3,13755E-06;7,78297E-05;0,044046554;0,297520426;0,955222654;1,361202739;1,111737475;1,8657417;2,619745926;3,879246005;5,138746085;6,353401931;7,568057776;9,592427355;11,61679693;9,701965508;7,787134082
IMAGE;R5REF;NDC;Electricity - Non-bio Renewables;Billion US$2015/yr;5,408208828;6,845379229;5,211649673;5,17838712;5,40574038;5,549529009;6,921899907;10,96448864;11,82824657;12,69200451;11,2167385;9,741472494;10,54101043;11,34054837;14,79044872;18,24034907;16,49154339;14,74273771
IMAGE;R5REF;NDC;Hydrogen - Non-fossil;Billion US$2015/yr;1,4845E-10;2,21587E-10;8,82531E-10;5,43036E-07;0,001391479;0,022353011;0,033415002;0,017571295;0,012366277;0,007161259;0,004864649;0,002568039;0,002167515;0,001766992;0,003194373;0,004621754;0,004291656;0,003961558
IMAGE;R5REF;NDC;Extraction and Conversion - Bioenergy;Billion US$2015/yr;2,223624398;1,33965989;2,172800858;2,123619864;1,271239508;1,758526546;2,96407954;2,723033811;2,712240097;2,701446384;3,257939088;3,814431791;4,280076858;4,745721924;4,892093749;5,038465573;7,142660102;9,246854631
IMAGE;R5REF;NDC;Extraction and Conversion - Nuclear;Billion US$2015/yr;4,311560021;2,479713307;1,893210092;1,402230793;1,836947656;2,297540217;2,038786291;2,999009817;2,846094532;2,693179247;2,081413603;1,469647959;1,642509353;1,815370746;1,251733283;0,688095819;0,566762644;0,445429469
IMAGE;R5REF;NDC;Electricity - T&D and Storage;Billion US$2015/yr;13,58870422;12,89562335;18,5126047;20,8016359;23,79528693;23,24485961;19,5232908;14,86119747;14,39498001;13,92876255;15,98310983;18,0374571;18,00558553;17,97371396;24,29220511;30,61069627;35,36041014;40,11012402
IMAGE;R5REF;NDC;CCS;Billion US$2015/yr;0,126020417;0,536036227;0,055317361;0,351145631;0,626156831;0,580073194;0,835587283;1,342596813;0,965068764;0,587540714;0,298882795;0,010224876;0,007381448;0,00453802;0,332219871;0,659901721;0,446281203;0,232660685
IMAGE;R5REF;NDC;Energy Efficiency;Billion US$2015/yr;0;0,136053542;0,775214818;1,731299737;2,523379292;3,15613109;3,745442674;4,234231348;4,616492673;4,921275737;5,194345829;5,454517272;5,687346495;5,891316478;5,952758991;5,835357236;5,740570716;5,763313578
IMAGE;R5REF;NDC;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,108378645;0,443336256;0,009821683;0,019008086;0,096176601;0,153476773;0,707946305;1,264206729;0,877749334;0,491291938;0,245645969;0;0;0;0,315822679;0,631645358;0,39077091;0,149896462
IMAGE;R5REF;NDC;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;1,443267728;3,030983116;5,565358368;5,45836041;3,240837109;3,315778739;5,105630675;6,998654337;8,432697564;9,866740791;8,685208486;7,50367618;7,196213856;6,888751532;9,550162259;12,21157299;10,59654959;8,981526186
IMAGE;R5REF;NDC;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,016205659;0,083113432;0,018290795;0,011939554;0,015738617;0,017230826;0,005187009;0,000871251;0,000435625;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;NDC;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;5,233430932;7,15084711;4,835354058;2,983089363;1,937164757;2,288978204;2,201982373;3,631234268;3,609949904;3,588665539;3,012716579;2,43676762;2,251088164;2,065408708;2,595080254;3,124751801;2,638120281;2,151488762
IMAGE;R5REF;NDC;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0,001436113;0,00574445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;NDC;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0,290227814;0,494266734;0,378599872;0,085228708;0,042071553;0,022847146;0,00362274;0,00181137;0;0;0;0;0;0;0
IMAGE;R5REF;NDC;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;1,039426744;0,324184909;0,36378264;0,11236148;0,075829918;0,047472218;0,059729679;0,042433158;0,051817175;0,061201191;0,039687425;0,018173659;0,010783579;0,003393499;0,002003285;0,000613072;0,000306536;0
IMAGE;R5REF;NDC;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;4,223501714;2,141797182;1,146088632;0,587941452;1,310720637;1,837885222;1,770985106;2,970285019;2,556314625;2,14234423;1,512856802;0,883369374;0,724624488;0,565879602;0,545695691;0,52551178;0,433356414;0,341201048
IMAGE;R5REF;NDC;Energy Supply|Electricity|Hydro;Billion US$2015/yr;2,851229628;3,928383201;3,379074114;3,638027982;3,579086497;3,225845137;4,293989611;6,481582495;6,545334615;6,609086735;5,360312463;4,11153819;4,43961042;4,767682651;5,088958866;5,41023508;4,904874012;4,399512944
IMAGE;R5REF;NDC;Energy Supply|Electricity|Solar;Billion US$2015/yr;0,901973276;1,196923487;0,653300596;0,483558355;0,785361008;1,069982526;1,100897643;1,898557027;2,197807572;2,497058117;2,446885202;2,396712286;2,71639891;3,036085533;4,346772082;5,657458631;5,393173849;5,128889067
IMAGE;R5REF;NDC;Energy Supply|Electricity|Wind;Billion US$2015/yr;1,52516277;1,498941088;0,956982629;0,801749341;0,859713425;1,141402572;1,374790682;2,353227147;2,840387974;3,327548802;3,197804906;3,06806101;3,176821515;3,285582021;5,088290222;6,890998422;5,953891414;5,016784406
IMAGE;R5REF;NDC;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;NDC;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;NDC;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;13,58869334;12,89549837;18,5122985;20,80121577;23,79479946;23,24429716;19,52267716;14,86055906;14,39407664;13,92759423;15,98156821;18,03554219;18,00346284;17,97138349;24,2897205;30,60805751;35,35707791;40,1060983
IMAGE;R5REF;NDC;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;1,08817E-05;0,000124989;0,000306198;0,000420133;0,000487472;0,000562443;0,000613637;0,000638412;0,000903369;0,001168325;0,001541616;0,001914907;0,00212269;0,002330473;0,002484616;0,002638759;0,003332238;0,004025717
IMAGE;R5REF;2C;Total energy investment;Billion US$2015/yr;80,47865326;83,79041523;68,48955939;51,14560164;59,13949786;108,6358521;172,9798608;191,8038185;170,0959474;146,0156943;147,6585836;149,1464381;178,5318976;209,4490829;184,4221959;157,3575441;146,4713503;134,9152729
IMAGE;R5REF;2C;Total energy investment (supply side);Billion US$2015/yr;80,47865326;83,79066301;66,87448144;45,81381949;49,94306084;95,56208224;153,8469011;164,9630546;136,8556103;108,748166;107,3753092;106,0024523;131,5908834;157,1793145;127,5706114;97,96190834;85,73682016;73,51173197
IMAGE;R5REF;2C;Low carbon investment;Billion US$2015/yr;12,32549166;15,40331279;17,72053113;17,19747607;21,37109346;39,92966073;61,7437497;80,41954848;88,07132452;93,39379332;101,5537903;109,7868759;111,43471;114,6090741;111,8949255;107,1430793;104,093714;100,3769692
IMAGE;R5REF;2C;Low carbon investment (supply side);Billion US$2015/yr;12,32549166;15,40356058;16,10545318;11,86569393;12,17465644;26,85589086;42,61079;53,57878456;54,83098739;56,12626503;61,2705159;66,64289015;64,4936959;62,33930573;55,0433411;47,74744357;43,35918383;38,97342827
IMAGE;R5REF;2C;Total_inv/GDP;--;4.60%;3.85%;2.54%;1.57%;1.55%;2.50%;3.59%;3.67%;2.99%;2.37%;2.20%;2.04%;2.28%;2.51%;2.09%;1.68%;1.48%;1.30%
IMAGE;R5REF;2C;LC_inv/GDP;--;0.71%;0.71%;0.66%;0.53%;0.56%;0.92%;1.28%;1.54%;1.55%;1.52%;1.51%;1.50%;1.43%;1.37%;1.27%;1.15%;1.05%;0.97%
IMAGE;R5REF;2C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;48,08132598;52,21997833;40,77065693;29,54053907;33,48730755;59,83028917;94,50339037;91,27124442;68,17803553;45,08482664;38,07823873;31,07165081;55,03401654;78,99638227;59,07389856;39,15141486;32,11506951;25,07872416
IMAGE;R5REF;2C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;6,739206619;4,579611419;1,110844864;0,242708581;0,035580186;0,47795298;0,944894768;1,512856951;1,303355695;1,09385444;1,016538386;0,939222332;0,736944051;0,53466577;0,456725043;0,378784317;0,388078553;0,397372789
IMAGE;R5REF;2C;Hydrogen - Fossil;Billion US$2015/yr;2,7849E-06;3,14248E-06;7,24071E-05;0,061163024;0,356183617;1,275915151;7,133840037;9,808370546;5,049458738;0,290546929;0,606398058;0,922249186;6,667646239;12,41304329;10,39032502;8,367606748;7,564667891;6,761729035
IMAGE;R5REF;2C;Electricity - Non-bio Renewables;Billion US$2015/yr;5,408208828;7,924742839;3,921834163;0,858741323;1,670455424;7,176744081;9,842222258;8,013115021;7,946854125;7,880593229;6,991114458;6,101635688;5,895411361;5,689187035;5,873168409;6,057149783;5,42162387;4,786097957
IMAGE;R5REF;2C;Hydrogen - Non-fossil;Billion US$2015/yr;1,4845E-10;2,2238E-10;9,86397E-10;1,4804E-06;0,012151218;0,213501929;1,136456311;1,201100091;0,611538699;0,021977307;0,030287926;0,038598546;0,401984353;0,76537016;0,445092467;0,124814774;0,08464877;0,044482766
IMAGE;R5REF;2C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;2,223624398;2,460217333;4,636338349;4,630709072;2,610172804;5,900935138;11,23394853;12,56571482;10,70170327;8,837691712;8,681101072;8,524510432;9,701759972;10,87900951;12,56044017;14,24187083;12,24209128;10,24231173
IMAGE;R5REF;2C;Extraction and Conversion - Nuclear;Billion US$2015/yr;4,311560021;4,818893148;4,041154815;2,210264066;0,838597924;2,060107883;4,023853844;5,532913003;5,427534703;5,322156402;6,117483501;6,912810599;6,210821862;5,508833124;4,100422297;2,692011469;1,439954514;0,187897558
IMAGE;R5REF;2C;Electricity - T&D and Storage;Billion US$2015/yr;13,58870422;10,62205339;10,75732176;7,155093867;8,681828853;11,21982587;10,43837906;9,679878269;10,95824687;12,23661547;19,23213078;26,22764609;23,75359977;21,27955345;14,1438115;7,008069542;6,113402143;5,218734743
IMAGE;R5REF;2C;CCS;Billion US$2015/yr;0,126020417;1,165163402;1,636258148;1,114599008;2,250783263;7,406810032;14,58991589;25,37786149;26,67888267;27,97990385;26,62201625;25,26412865;23,18869928;21,11326991;20,52672797;19,94018603;20,36728363;20,79438124
IMAGE;R5REF;2C;Energy Efficiency;Billion US$2015/yr;0;-0,000247783;1,615077949;5,331782141;9,196437022;13,07376987;19,1329597;26,84076393;33,24033713;37,26752829;40,28327442;43,14398578;46,94101414;52,26976834;56,85158443;59,39563571;60,73453012;61,40354095
IMAGE;R5REF;2C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,108378645;0,103960336;0,125548537;0,060413872;0,020399234;0,208850908;0,746864611;1,179969975;0,853150055;0,526330134;0,480947458;0,435564781;0,266156896;0,096749012;0,437227611;0,777706209;0,472259488;0,166812767
IMAGE;R5REF;2C;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;1,443267728;0,213085643;3,70802E-11;7,54006E-08;7,53635E-08;1,77006E-09;1,77006E-09;1,77006E-09;2,06071E-07;4,10372E-07;4,14864E-07;4,19355E-07;2,09678E-07;0;0;0;0;0
IMAGE;R5REF;2C;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,016205659;1,056294263;1,116175601;0,36944812;0,034828153;0,252919796;0,358986095;0,44592204;0,345785756;0,245649473;0,243446545;0,241243617;0,2851782;0,329112782;0,292467576;0,255822369;0,191156605;0,126490841
IMAGE;R5REF;2C;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;5,233430932;4,252563676;1,079991216;0,242708505;0,035580111;0,477952975;0,944894764;1,512856946;1,303355488;1,093854029;1,016537546;0,939221062;0,736943415;0,534665768;0,456725042;0,378784316;0,388078552;0,397372789
IMAGE;R5REF;2C;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0,001436113;0,004908803;0,005501261;0,00190577;6,0409E-05;6,34426E-07;0,001149782;0,002413114;0,002287812;0,002162511;0,002221469;0,002280427;0,001152047;2,36669E-05;0,003002219;0,005980771;0,003345153;0,000709536
IMAGE;R5REF;2C;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0,388789961;0,662359981;2,122750389;6,73477912;12,96984696;22,59590435;23,67075711;24,74560987;23,08117673;21,4167436;20,1701099;18,9234762;18,15148953;17,37950287;18,0327271;18,68595134
IMAGE;R5REF;2C;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;1,039426744;1,463626555;0,771973078;0,107740509;0,000220329;0;0;0;0;0;1,19284E-05;2,38568E-05;1,19334E-05;9,99904E-09;4,99952E-09;0;0;0
IMAGE;R5REF;2C;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;4,223501714;4,446147388;2,710461376;0,719935055;0;1,518200379;3,191884247;4,503675649;3,726526925;2,949378201;2,844293357;2,739208514;1,737439278;0,735670043;0,675199835;0,614729627;0,401313593;0,187897558
IMAGE;R5REF;2C;Energy Supply|Electricity|Hydro;Billion US$2015/yr;2,851229628;3,636387402;1,880106928;0,320726929;1,581628548;6,235819872;8,452973239;6,524465886;6,566776311;6,609086735;5,360312463;4,11153819;4,439644752;4,767751314;5,114917123;5,462082931;4,892586893;4,323090854
IMAGE;R5REF;2C;Energy Supply|Electricity|Solar;Billion US$2015/yr;0,901973276;1,419247616;0,701002058;0,15717108;0;0,180619062;0,509366603;1,002670913;1,064851984;1,127033054;1,346240973;1,565448892;1,061926216;0,558403539;0,485838357;0,413273175;0,290746645;0,168220115
IMAGE;R5REF;2C;Energy Supply|Electricity|Wind;Billion US$2015/yr;1,52516277;2,648310265;1,233889004;0,362353334;0;0,434017855;0,457367931;0,287785245;0,17950515;0,071225055;0,082594493;0,09396393;0,094680659;0,095397388;0,069441615;0,043485842;0,04348622;0,043486598
IMAGE;R5REF;2C;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;2C;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;2C;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;13,58869334;10,62191976;10,75689775;7,154479198;8,681204492;11,21922951;10,4379152;9,679564218;10,95794492;12,23632563;19,23174156;26,2271575;23,75305653;21,27895556;14,14326889;7,007582221;6,113009498;5,218436775
IMAGE;R5REF;2C;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;1,08817E-05;0,000133631;0,000424003;0,000614669;0,000624361;0,000596359;0,00046386;0,000314051;0,000301949;0,000289847;0,000389217;0,000488586;0,000543241;0,000597896;0,000542608;0,000487321;0,000392644;0,000297968
IMAGE;R5REF;1.5C;Total energy investment;Billion US$2015/yr;80,47865326;89,80837569;67,99757619;45,57379324;81,8699191;173,9962205;271,9692635;304,0507983;268,6605136;228,8027799;282,1965638;336,8524363;337,7428352;337,8740639;335,669669;331,6890859;338,7524496;345,3983005
IMAGE;R5REF;1.5C;Total energy investment (supply side);Billion US$2015/yr;80,47865326;89,71366487;61,27174698;32,86654061;65,00705378;149,889874;234,4060528;250,7056726;202,7162161;154,7267597;200,7834258;246,840092;239,1862869;231,5324819;223,0108898;214,4892977;217,9378677;221,3864377
IMAGE;R5REF;1.5C;Low carbon investment;Billion US$2015/yr;12,32549166;20,78630298;29,76627867;26,60131294;39,11901593;69,73520931;161,5876181;245,3992026;224,7105067;199,927131;237,6587673;276,6534699;268,979275;260,5443111;277,8285491;293,3376831;294,0988794;294,4419342
IMAGE;R5REF;1.5C;Low carbon investment (supply side);Billion US$2015/yr;12,32549166;20,69159216;23,04044945;13,8940603;22,25615061;45,6288628;124,0244074;192,0540769;158,7662092;125,8511109;156,2456294;186,6411255;170,4227267;154,2027291;165,1697699;176,1378949;173,2842975;170,4300714
IMAGE;R5REF;1.5C;Total_inv/GDP;--;4.60%;4.12%;2.53%;1.40%;2.15%;4.00%;5.65%;5.82%;4.72%;3.72%;4.20%;4.62%;4.32%;4.05%;3.79%;3.55%;3.43%;3.32%
IMAGE;R5REF;1.5C;LC_inv/GDP;--;0.71%;0.95%;1.11%;0.82%;1.03%;1.60%;3.35%;4.70%;3.95%;3.25%;3.53%;3.79%;3.44%;3.13%;3.14%;3.14%;2.98%;2.83%
IMAGE;R5REF;1.5C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;48,08132598;52,0965879;32,69640256;16,95450145;37,12691438;87,79583646;90,82259664;45,39674363;33,65557424;21,91440485;37,44884031;52,98327578;58,26360319;63,5439306;45,08809761;26,63226462;31,55180088;36,47133715
IMAGE;R5REF;1.5C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;6,739206619;2,672800334;0,358276379;0,090207306;0,234393056;0,55297774;0,96064917;1,288428642;1,147954965;1,007481289;0,849348239;0,691215188;0,580275377;0,469335565;0,509331158;0,549326752;0,495033719;0,440740687
IMAGE;R5REF;1.5C;Hydrogen - Fossil;Billion US$2015/yr;2,7849E-06;2,90627E-06;7,64294E-05;0,185002349;1,272149238;9,109591238;12,5400056;5,971487067;4,005195028;2,03890299;2,943079755;3,847256519;7,885627491;11,92399846;10,17285603;8,421713591;8,15563029;7,88954699
IMAGE;R5REF;1.5C;Electricity - Non-bio Renewables;Billion US$2015/yr;5,408208828;5,046635817;3,66009499;3,515308873;4,184815983;5,343443297;4,866232839;7,209856581;7,074190323;6,938524065;5,659951475;4,381378886;4,730792815;5,080206745;5,403731047;5,72725535;4,757592999;3,787930649
IMAGE;R5REF;1.5C;Hydrogen - Non-fossil;Billion US$2015/yr;1,4845E-10;3,38672E-12;1,872E-12;2,19012E-12;5,8531E-13;1,64903E-14;5,2621E-16;1,66116E-17;4,64574E-10;9,29148E-10;0,000380003;0,000760004;0,015532595;0,030305185;0,026973724;0,023642263;0,02548721;0,027332156
IMAGE;R5REF;1.5C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;2,223624398;11,63459139;11,95815877;4,954667496;5,433153869;17,75527722;87,8847866;144,2328211;106,7641477;69,29547422;100,5765529;131,8576316;121,582129;111,3066263;123,8811219;136,4556174;137,5481154;138,6406133
IMAGE;R5REF;1.5C;Extraction and Conversion - Nuclear;Billion US$2015/yr;4,311560021;8,514272523;3,527958764;1,111061054;1,585699964;2,135076433;1,699260995;3,298161605;3,274369649;3,250577694;5,024229656;6,797881618;5,803647242;4,809412867;2,860036263;0,91065966;0,45532983;0
IMAGE;R5REF;1.5C;Electricity - T&D and Storage;Billion US$2015/yr;13,58870422;9,748773992;7,156888768;3,233790804;8,111966748;12,81213791;11,59474796;10,29095606;14,47564003;18,660324;21,42101144;24,18169888;18,79257522;13,40345156;9,332759518;5,262067477;6,485764945;7,709462414
IMAGE;R5REF;1.5C;CCS;Billion US$2015/yr;0,126020417;0;1,913890312;2,82200128;7,057960539;14,38553372;24,03777296;33,01721788;32,31914424;31,62107061;26,86003203;22,09899346;21,53210404;20,96521463;25,73598262;30,50675061;28,46311247;26,41947434
IMAGE;R5REF;1.5C;Energy Efficiency;Billion US$2015/yr;0;0,094710819;6,725829213;12,70725264;16,86286532;24,10634651;37,56321076;53,3451257;65,94429747;74,07602016;81,41313793;90,01234439;98,55654822;106,341582;112,6587792;117,1997882;120,8145819;124,0118628
IMAGE;R5REF;1.5C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,108378645;0;6,67489E-21;0,008586813;0,031714102;0,047616213;0,103860932;0,431171431;0,223734961;0,016298491;0,008149245;0;0;0;0;0;9,33455E-22;1,86691E-21
